ID,Title,Geek_Rating,Avg_Rating,Num_of_Voters,BGP_Price,Price,Year,Complexity,Min_Players,Max_Players,Min_Time,Max_Time,Min_Age,Type1,Type2
214032,Founders of Gloomhaven,6.105,6.58,3267,46.95,69.99,2018,4.11,1,4,90,120,12,Strategy,
144826,Zombie 15',6.104,6.76,2227,39.95,59.99,2014,2.22,2,4,15,15,14,Thematic,
17053,Sleeping Queens,6.104,6.48,5109,11.97,12.99,2005,1.05,2,5,20,20,8,Children's,Family
,Framework,6.104,7.03,1519,,,2022,1.78,1,4,30,30,8,Strategy,
,Sagrada Artisans,6.104,7.76,829,,74.95,2023,2.25,2,4,45,60,13,Family,Strategy
15954,Conquest of Paradise,6.104,6.92,1696,26.95,,2007,2.51,1,4,90,90,12,Strategy,
114031,Copycat,6.104,6.7,2263,12.14,,2012,2.7,2,4,95,95,12,Strategy,
344277,Corrosion,6.104,7.02,1517,47.97,,2021,3.27,1,4,60,120,12,Strategy,
,Tales from the Red Dragon Inn,6.104,8.39,684,,,2023,2.67,1,4,60,120,14,Thematic,
,ComancherÃ­a: The Rise and Fall of the Comanche Empire,6.104,7.99,778,,55.06,2016,4.14,1,1,60,360,14,Wargames,
191004,My First Stone Age,6.103,6.62,2895,31.99,35.99,2016,1.13,2,4,15,15,5,Children's,
3570,Chicken Cha Cha Cha,6.103,6.57,3390,33.97,,1997,1.12,2,4,15,20,4,Children's,
54307,Chronicle,6.103,6.8,2005,23.41,,2009,1.96,3,6,30,30,12,Family,Strategy
,Ghosts of Christmas,6.103,7.09,1353,,23.5,2019,2.32,3,4,40,40,8,Family,
,Votes for Women,6.103,7.52,1013,,75,2022,2.37,1,4,60,75,12,Thematic,Wargames
192802,Days of Ire: Budapest 1956,6.103,7.28,1201,45,47.99,2016,2.8,1,4,60,90,10,Wargames,
231038,Dreamscape,6.103,7.29,1285,52.88,,2019,3.12,1,4,60,90,10,Strategy,
15510,Tower of Babel,6.102,6.65,2503,21.99,,2005,2.33,3,5,45,45,10,Strategy,
28,Illuminati,6.102,6.47,5255,35.96,,1987,2.66,2,6,60,180,12,Strategy,Thematic
196354,Era of Tribes,6.102,7.95,859,76.35,,2019,4.17,1,4,60,180,14,Strategy,
99,Fortress America,6.102,6.72,2550,124.95,,1986,2.63,2,4,180,180,12,Thematic,Wargames
,Quacks & Co.: Quedlinburg Dash,6.101,7.33,1140,,29.99,2022,1.21,2,4,25,25,6,Children's,Family
168788,Rum & Bones,6.101,6.87,1927,64.96,174.99,2015,2.34,2,6,60,60,14,Thematic,
172737,High Frontier (Third Edition),6.101,8.15,712,,224.99,2017,4.68,1,5,120,240,14,Strategy,Thematic
,Confusion: Espionage and Deception in the Cold War,6.1,7.05,1405,,,1992,2.41,2,2,30,45,12,Abstract,
,Oak,6.1,7.14,1367,,,2022,3.15,1,4,60,90,12,Strategy,
81640,Florenza,6.1,7.36,1085,41.87,30,2010,3.73,2,5,90,120,14,Strategy,
6779,The Ark of the Covenant,6.099,6.96,1610,,,2003,1.92,2,5,30,30,8,Family,
31552,Wings of War: Deluxe Set,6.099,7.28,1207,52.12,,2007,2.01,2,4,45,45,,Thematic,Wargames
316287,Quest,6.098,7.29,1222,,19.99,2021,1.88,4,10,30,30,14,Party,
21632,To Court the King,6.098,6.45,4080,18.99,,2006,1.73,2,5,45,45,10,Family,Strategy
,Rallyman: DIRT,6.098,7.48,1095,,45,2022,2.31,1,6,45,60,14,Thematic,
35761,Sylla,6.098,6.72,2175,26,46.99,2008,3.11,3,4,60,90,12,Strategy,
122240,Last Night on Earth: Timber Peak,6.098,7.61,993,38.98,52.17,2012,2.64,2,6,90,90,12,Thematic,
85036,20th Century,6.098,6.83,1833,38.99,61.07,2010,2.99,3,5,120,120,13,Strategy,
130,Iron Dragon,6.098,7,1694,28,,1994,2.93,2,6,240,240,12,Strategy,
2596,Villa Paletti,6.097,6.42,4412,44.99,,2001,1.16,2,4,30,30,8,Family,
105593,Cheating Moth,6.097,6.41,5804,9.77,,2011,1.14,3,5,30,30,7,Party,
205867,Bohnanza: The Duel,6.097,6.86,1835,14.99,,2016,2.04,2,2,45,45,12,Family,
88408,Nightfall,6.097,6.47,4000,25.95,44,2011,2.63,2,5,45,45,12,Strategy,
75476,Inca Empire,6.097,7,1482,13.49,124.95,2010,3.14,3,4,90,120,12,Strategy,
620,We the People,6.097,7.3,1152,,,1993,2.69,2,2,120,120,12,Wargames,
634,River Dragons,6.096,6.49,3729,26.47,,2000,1.72,2,6,30,30,8,Family,
,Altered,6.096,7.44,1310,,,2024,2.68,2,4,10,40,,Customizable,
162388,BattleCON: Fate of Indines,6.096,7.8,838,,33.94,2015,3.27,2,2,30,60,10,Strategy,
307386,Set a Watch: Swords of the Coin,6.096,7.63,967,44.99,,2021,2.88,1,4,60,75,10,,
,Marvel United: Multiverse,6.095,8.52,605,,29.1,2024,2,1,5,40,40,14,,
298635,Alice's Garden,6.095,7.13,1381,25.77,,2020,1.4,1,4,30,45,8,Family,
925,Werewolf,6.095,6.44,4841,8.77,12.99,1986,1.38,8,24,60,60,8,Party,
241987,Dual Powers: Revolution 1917,6.095,7.4,1071,27.97,89.99,2018,2.25,1,2,30,60,13,Strategy,Wargames
,Hoplomachus: Remastered,6.095,8.04,754,,,2023,2.78,1,4,60,60,14,Strategy,
112092,Shadowrift,6.095,7.2,1326,52.72,,2012,2.7,1,6,45,120,14,Thematic,
,Tidal Blades 2: Rise of the Unfolders,6.095,8.68,595,,104,2024,2.97,1,4,60,120,12,Thematic,
4209,Monza,6.094,6.62,2719,24.99,24.99,2000,1.05,2,6,10,15,5,Children's,
235922,King of the Dice,6.094,6.85,1957,21.99,,2017,1.07,2,5,20,30,8,Family,
66214,Samarkand: Routes to Riches,6.094,6.86,1775,39.95,,2010,2.26,2,5,45,45,8,Family,Strategy
37371,Piece o' Cake,6.093,6.64,2470,19.99,,2008,1.36,2,5,20,20,8,Family,
89910,"Run, Fight, or Die!",6.093,6.82,1972,32.19,,2014,1.94,1,4,40,40,13,Thematic,
2570,Atlantic Star,6.093,6.85,1796,,,2001,2.14,2,6,60,60,10,Family,Strategy
1270,Star Wars Customizable Card Game,6.093,6.76,2450,,,1995,3.17,2,2,60,60,9,Customizable,
,EXIT: The Game â€“ The Enchanted Forest,6.093,6.96,1575,,14.99,2020,1.92,1,4,45,90,12,Family,Thematic
,Suspects: Claire Harper Takes the Stage,6.093,7.3,1172,,,2021,1.85,1,6,60,90,10,Thematic,
206327,The King's Guild,6.093,7.02,1548,60.73,,2018,2.36,1,6,60,120,14,Strategy,
31790,"Crusade and Revolution: The Spanish Civil War, 1936-1939",6.093,8.58,603,84.94,,2013,3.32,2,2,180,480,14,Wargames,
,Ticket to Ride: San Francisco,6.092,7.16,1317,,20.99,2022,1.68,2,4,10,15,8,Family,
2569,Pick Picknic,6.092,6.59,2841,11.49,,2001,1.2,2,6,20,20,8,Family,
40990,Word on the Street,6.092,6.61,2737,22.61,43.97,2009,1.35,2,10,20,20,12,Party,
235817,Space Explorers,6.091,6.95,1747,21.97,22.99,2017,2.25,1,4,20,40,10,Family,
150293,The Ravens of Thri Sahashri,6.091,7.09,1374,16.49,,2013,3.45,2,2,45,45,12,Thematic,
9027,Oasis,6.091,6.7,2238,19.99,,2004,2.32,3,5,60,60,10,Strategy,
257283,Tiny Epic Mechs,6.091,6.7,2597,23.97,39.99,2019,2.57,1,4,30,60,14,Strategy,
36946,Red November,6.091,6.29,8166,40,,2008,2.07,1,8,60,120,13,Strategy,
92190,Super Dungeon Explore,6.091,6.72,2683,90.39,,2011,2.73,2,6,120,120,10,Strategy,
,The Light in the Mist,6.091,8.1,718,,,2022,2.95,1,4,300,500,14,,
,Sub Terra II: Inferno's Edge,6.09,7.53,1031,,49.82,2023,2.19,1,6,45,75,10,Family,Thematic
309113,Ticket to Ride: Amsterdam,6.089,6.92,1732,19.99,18.64,2020,1.48,2,4,10,15,8,Family,
219217,Arena: The Contest,6.089,8.44,1027,99.99,,2019,2.81,1,8,45,90,14,Thematic,
212281,Village Attacks,6.089,7.37,1296,87.75,,2018,2.59,1,5,30,180,14,Thematic,
40398,Monopoly Deal Card Game,6.088,6.32,12246,4.99,7.99,2008,1.32,2,5,15,15,8,Family,
228411,Iron Curtain,6.088,7.04,1423,12.97,11.99,2017,2.11,2,2,20,30,10,Strategy,Wargames
,Diced Veggies,6.088,6.97,1588,,17,2023,1.39,2,4,30,30,6,,
,Secret Identity,6.088,7.31,1102,,,2022,1.17,3,8,20,40,10,Party,
132,Caesar & Cleopatra,6.088,6.4,4707,15.99,,1997,1.91,2,2,60,60,10,Strategy,
133632,Mythotopia,6.088,6.78,1913,35.29,,2014,3.07,2,4,60,60,13,Strategy,
205494,"Machi Koro: Bright Lights, Big City",6.087,6.65,2861,23.42,,2016,1.83,2,5,30,30,10,Family,
67888,Lords of Scotland,6.087,6.76,2095,12.93,,2010,1.93,2,5,35,35,12,Family,Strategy
443,Code 777,6.087,6.71,2164,54.06,,1985,2.32,2,5,60,60,10,Abstract,Family
218311,Deckscape: Test Time,6.087,6.55,2807,11.47,14.64,2017,1.58,1,6,30,90,12,Party,Thematic
209324,The World of SMOG: Rise of Moloch,6.087,7.69,1016,79.99,87.99,2018,2.91,2,5,45,90,14,Thematic,
,D.E.I.: Divide et Impera,6.087,7.49,1088,,,2022,3.18,2,4,60,90,14,Strategy,
,Leaf,6.086,7.41,1101,,32.97,2023,2.04,1,4,30,45,8,Family,
162823,El Gaucho,6.086,6.8,1869,28.07,,2014,2.23,2,4,60,60,10,Family,Strategy
262540,Freshwater Fly,6.086,7.15,1341,55.88,,2019,2.38,1,4,40,90,14,Strategy,
,BattleTech: Introductory Box Set,6.086,7.64,946,,,2002,3.55,2,6,120,120,14,Thematic,Wargames
,Ta YÃ¼,6.085,6.95,1581,,89.95,1999,2.07,2,4,30,45,10,Abstract,
,EXIT: The Game â€“ The House of Riddles,6.085,6.86,1751,,14.97,2017,1.61,1,4,45,90,10,Thematic,
197572,Warhammer Quest: Silver Tower,6.085,7.41,1296,470.49,398.99,2016,2.34,2,4,60,120,14,Thematic,
119637,Zug um Zug: Deutschland,6.084,7.53,967,61.94,,2012,1.9,2,5,30,60,8,Family,
118536,Police Precinct,6.084,6.85,1787,69.99,,2013,2.57,1,6,90,90,13,Thematic,
9364,Doppelkopf,6.084,7.6,935,4.69,,1895,2.93,3,6,120,120,7,Family,
,Trailblazer: The John Muir Trail,6.084,7.62,923,,48.9,2023,2.65,1,4,30,120,14,Strategy,
8481,Crusader Rex,6.084,7.16,1273,82.35,79.98,2005,2.91,2,2,180,180,12,Wargames,
280789,Pandemic: Rapid Response,6.083,6.56,3009,31.99,15,2019,2.11,2,4,20,20,8,Family,
4282,Greed,6.083,6.63,2408,15,,2014,2,2,5,30,30,10,Strategy,
17240,That's Life!,6.083,6.48,3516,29.95,,2005,1.32,2,6,30,30,8,Family,
131835,Boss Monster: The Dungeon Building Card Game,6.083,6.27,17728,17.76,32.99,2013,1.85,2,4,30,30,13,Family,
158339,Lost Legacy: The Starship,6.082,6.58,2732,9,,2013,1.26,2,4,10,10,10,Family,
274093,Quirky Circuits,6.082,7.12,1259,15.97,,2019,1.83,2,4,15,30,7,Family,
,Cyberion,6.082,7.95,715,,,2023,1.85,1,2,20,40,10,Strategy,
16439,Loot,6.081,6.3,6984,18.29,,1992,1.38,2,8,20,20,10,Family,
255507,Orbis,6.081,6.6,2723,24,25,2018,2.04,2,4,45,45,10,Family,Strategy
,Archeos Society,6.081,7.12,1245,,29.45,2023,1.97,2,6,60,60,12,,
15953,Wings of War: Burning Drachens,6.08,7.13,1372,22.95,,2005,1.96,1,2,20,20,10,Thematic,Wargames
281075,Welcome to New Las Vegas,6.08,6.7,2180,21.95,,2020,2.78,1,50,35,35,10,Family,Strategy
148601,1944: Race to the Rhine,6.08,7.18,1239,52.85,,2014,2.93,1,3,90,90,14,Strategy,Wargames
62871,Zombie Dice,6.079,6.23,18924,14.96,13.99,2010,1.09,2,99,10,20,10,Party,
,Hitster: Guilty Pleasures,6.079,7.5,936,,,2023,1.06,2,10,30,30,16,,
126996,King's Forge,6.079,6.93,1693,59.99,,2014,2.31,2,4,45,60,14,Family,
264164,Night of the Living Dead: A Zombicide Game,6.079,7.38,1185,71.99,299.95,2021,2.36,1,6,60,60,14,Thematic,
123219,OddVille,6.079,6.74,1998,,,2012,2.35,2,4,30,60,10,Strategy,
236461,The Game: Face to Face,6.078,7.06,1331,10.99,,2017,1.23,2,2,20,20,8,Family,
,PÃœNCT,6.078,6.79,1906,,,2005,2.74,2,2,30,30,10,Abstract,
215463,Tokyo Highway,6.078,6.64,2513,54.06,,2016,1.41,2,2,30,50,8,Family,
40769,Valdora,6.078,6.79,2024,38.99,,2009,2.28,3,5,60,60,10,Family,
154509,Kingsport Festival,6.078,6.65,2479,29.95,47.14,2014,2.61,3,5,90,90,12,Strategy,Thematic
,Deliverance,6.078,8.47,826,,,2023,3.13,1,4,60,120,14,Strategy,Thematic
227758,Kokoro: Avenue of the Kodama,6.077,6.7,2096,27,25.99,2017,1.5,1,8,15,15,14,Family,
299452,Dale of Merchants 3,6.077,7.66,841,20.53,,2020,2.14,2,4,20,40,10,Strategy,
,Unlock!: Secret Adventures â€“ A Noside Story,6.077,7,1356,,,2018,2.5,1,6,60,60,10,Family,Thematic
,The Anarchy,6.077,8.4,576,,64.99,2025,3.98,1,4,60,90,13,,
108018,Riichi Mahjong,6.077,8.27,699,,,1920,3.54,3,4,60,120,8,Abstract,
,EXIT: The Game â€“ The Gate Between Worlds,6.077,7.33,1035,,,2020,2.67,1,4,60,120,12,Family,Thematic
25277,Richard III: The Wars of the Roses,6.077,7.4,1013,82.24,79.98,2009,2.65,2,2,60,180,12,Wargames,
239840,Micropolis,6.076,6.79,1871,31.99,,2018,1.77,2,6,30,30,8,Family,
137155,Potato Man,6.076,6.85,1660,16.99,15.95,2013,1.43,2,5,40,40,10,Family,
58110,Horse Fever,6.076,6.94,1666,36.22,,2009,2.37,2,6,90,90,10,Strategy,
333539,The Siege of Runedar,6.076,7.02,1417,47.99,,2021,2.33,1,4,60,90,10,Family,Thematic
40381,Modern Art Card Game,6.075,6.61,2457,19.99,,2008,1.65,2,5,20,30,8,Family,
189052,Sea of Clouds,6.075,6.63,2548,20.99,,2016,1.7,2,4,45,45,10,Family,
296043,Four Gardens,6.075,6.91,1807,28.97,39.99,2020,2.27,2,4,45,45,10,Family,Strategy
,Tiny Epic Vikings,6.075,7.3,1156,,22.99,2023,2.76,1,4,45,60,14,Strategy,
,Isle of Trains: All Aboard,6.075,6.94,1578,,,2023,2.22,1,4,60,60,10,Strategy,
35488,The Name of the Rose,6.075,6.86,1734,26.95,,2008,2.37,2,5,75,75,10,Family,
73316,Magnum Sal,6.075,6.97,1525,32.07,,2010,2.92,2,4,60,120,10,Strategy,
638,Hera and Zeus,6.074,6.48,3466,16.45,,2000,2.05,2,2,30,30,12,Strategy,
2603,The Lord of the Rings Trading Card Game,6.074,7.02,1599,,,2001,2.95,2,6,45,45,12,Customizable,
248900,Ceylon,6.074,6.96,1513,43.53,,2018,2.4,2,4,60,60,10,Strategy,
214293,Mountains of Madness,6.074,6.5,3487,18.69,,2017,2.07,3,5,60,90,12,Party,
71882,Conquest of Planet Earth: The Space Alien Game,6.074,6.86,1728,57.45,64.99,2010,2.23,1,4,30,90,12,Thematic,
27848,Age of Conan: The Strategy Board Game,6.074,6.66,2711,67.47,,2009,3.27,2,4,90,90,12,Strategy,Thematic
,Books of Time,6.073,7.15,1204,,48.12,2023,2.58,1,4,45,60,14,Strategy,
,"Gandhi: The Decolonization of British India, 1917 â€“ 1947",6.073,7.91,744,,129.95,2019,4.2,1,4,90,240,14,Wargames,
1116,Oh Hell!,6.072,6.89,1639,7.45,,1930,1.73,3,7,30,30,10,Family,
,Skytear Horde,6.072,7.44,1052,,,2023,2.6,1,3,30,30,10,,
340237,Wonder Book,6.072,7.61,920,49.97,60.87,2021,2.05,1,4,60,90,10,Family,
8107,Risk: The Lord of the Rings Trilogy Edition,6.072,6.56,4029,33.95,103.79,2003,2.36,2,4,180,180,9,Thematic,Wargames
8730,Flying Colors,6.072,7.6,947,43.16,,2003,3.03,1,4,240,240,12,Wargames,
307963,Durian,6.071,6.93,1599,16.97,22.99,2020,1.12,2,7,20,20,7,Party,
331571,My Gold Mine,6.071,6.95,1513,16.2,,2021,1.09,2,6,25,25,7,Family,
2381,Scattergories,6.071,6.29,11100,53.16,27.58,1988,1.36,2,6,30,30,12,Party,
143157,SOS Titanic,6.071,6.75,1922,33.97,,2013,1.66,1,5,30,30,8,Family,
136056,Asante,6.071,6.82,1719,29.76,,2013,2,2,2,40,40,10,Family,Strategy
195372,Krazy Wordz: Nicht 100% jugendfrei,6.071,7.28,1087,23.47,,2016,1.07,3,7,45,45,16,Party,
66849,Safranito,6.071,6.9,1576,35.29,,2010,1.73,2,4,30,45,10,Family,
189453,Victorian Masterminds,6.071,6.84,1835,42.5,49.99,2019,2.13,2,4,45,60,14,Family,Strategy
256874,Legendary Encounters: The X-Files Deck Building Game,6.071,7.66,876,47.97,54.57,2018,2.79,1,5,45,60,14,Thematic,
12166,Funkenschlag,6.071,7.55,921,,,2001,3.56,2,6,180,180,12,Strategy,
230200,Overbooked,6.07,7,1488,25.76,,2018,1.97,1,4,20,40,8,Family,
152765,Thunderstone Advance: Worlds Collide,6.07,7.7,821,149.99,,2014,2.8,1,5,60,60,12,Strategy,Thematic
43152,Assyria,6.07,6.8,1828,70.59,50,2009,2.99,2,4,45,90,12,Strategy,
128898,New Amsterdam,6.07,7.02,1365,44.45,,2012,3.22,2,5,90,90,12,Strategy,
,Mindbug: Beyond Eternity,6.069,8.08,657,,,2023,2.22,2,2,15,25,8,Strategy,
258309,First Contact,6.069,6.94,1515,25.62,29.99,2018,2,2,7,15,40,12,Party,
36399,The Napoleonic Wars (Second Edition),6.069,7.46,979,14.43,,2008,3.38,1,5,240,240,,Wargames,
299027,Colt Super Express,6.068,6.79,1862,14.63,,2020,1.09,3,7,15,20,7,Family,
15290,R-Eco,6.068,6.62,2327,10.45,,2003,1.48,2,5,30,30,10,Family,
181293,Alien Artifacts,6.068,6.54,2902,18.3,16.17,2017,2.89,2,5,60,60,10,Strategy,
305761,Whale Riders,6.067,6.99,1382,29.97,89.95,2021,1.87,2,6,45,45,8,Family,
173105,The Great War,6.067,7.72,847,65.53,,2015,2.68,2,2,60,60,,Wargames,
,Dice Realms,6.067,7.13,1275,,,2022,2.4,2,4,45,60,14,Strategy,
229414,Tulip Bubble,6.067,7.08,1349,40,32,2015,2.44,3,5,50,70,15,Strategy,
172503,Mage Wars Academy,6.066,7.09,1354,17.99,10.9,2015,3.12,2,2,30,30,14,Customizable,
267401,Lawyer Up,6.066,6.85,1697,59.99,,2021,2.67,1,2,60,75,13,Thematic,
,My Shelfie,6.065,6.55,2817,,44.99,2022,1.47,2,4,30,30,8,Family,
144864,Ascension: Darkness Unleashed,6.065,7.37,1046,14.97,49.99,2013,2.31,1,2,30,30,13,Strategy,
296626,Sonora,6.065,6.83,1727,21.95,,2020,2.1,1,4,30,45,10,Family,
255664,The Binding of Isaac: Four Souls,6.065,6.99,3129,31.97,24.99,2018,2.03,2,4,30,60,13,Strategy,Thematic
154182,Helios,6.065,6.72,1956,49.95,32.5,2014,2.87,2,4,60,60,10,Strategy,
38531,Powerboats,6.065,6.69,1954,33.45,,2008,1.69,2,6,60,60,9,Family,Strategy
5781,"Edel, Stein & Reich",6.065,6.9,1538,52.88,,2003,2.07,3,5,60,60,9,Strategy,
,East India Companies,6.065,7.46,974,,48.05,2023,3.02,2,4,90,120,14,Strategy,
949,Twixt,6.064,6.6,2630,,99.99,1962,2.49,2,4,30,30,12,Abstract,
131121,Equinox,6.064,6.7,2070,14.99,41.99,2021,2.04,2,5,40,60,10,Strategy,
250442,Crypt,6.063,6.54,3060,10.47,,2018,1.5,1,4,20,35,14,Family,Strategy
29073,Blockers!,6.063,6.62,2280,16.39,,2007,1.69,2,5,30,40,8,Abstract,
243358,Space Park,6.062,7.15,1251,22.5,,2018,1.69,1,4,30,30,14,Family,
,King of Monster Island,6.062,7.14,1336,,54.99,2022,2.32,1,5,45,60,10,Family,
137031,Ancient Terrible Things,6.062,6.73,2084,61.76,,2014,2.08,2,4,60,60,14,Thematic,
205507,Key to the City: London,6.062,6.99,1357,48.99,39.95,2016,2.88,2,6,90,120,14,Strategy,
209325,The Game: Extreme,6.061,6.9,1575,,,2016,1.32,1,5,20,30,8,Family,
181960,Portal of Heroes,6.061,6.78,1899,14.69,,2015,1.78,2,5,45,45,10,Family,
218129,Catch the Moon,6.06,6.76,1980,26.47,24.99,2017,1,1,6,20,20,6,Family,
300936,Via Magica,6.06,6.75,1907,25.62,,2020,1.49,2,6,30,30,7,Family,
156138,Happy Pigs,6.06,6.78,1809,31.83,,2013,2.3,2,6,30,45,8,Family,Strategy
216199,Smash Up: Big in Japan,6.06,7.47,963,34.67,,2017,2.38,2,2,30,45,14,,
257759,The River,6.06,6.59,2504,24.99,39.33,2018,1.97,2,4,30,45,8,Family,
,WÃ¼rfel Bohnanza,6.06,6.64,2258,,,2012,1.3,2,5,45,45,10,Family,
220827,Planet Apocalypse,6.06,7.89,773,129.99,,2020,3.13,1,5,60,90,14,Strategy,Thematic
,Amritsar: The Golden Temple,6.06,7.44,936,,49.99,2023,3.33,1,4,60,120,14,Strategy,
10550,Big Boggle,6.059,6.89,1679,22.99,,1979,1.5,2,8,10,10,8,Family,
198138,Enchanters,6.059,7.01,1413,22.99,,2016,1.91,2,4,30,60,14,Family,
,Skate Summer,6.059,7.29,1039,,48.9,2022,2.12,2,5,45,60,14,Family,
247104,Blitz Bowl,6.059,7.73,830,,,2018,2.17,2,2,30,60,8,Strategy,Thematic
283387,Rocketmen,6.059,6.77,1899,29.99,,2021,2.52,1,4,30,90,14,Strategy,
927,Lift Off,6.059,7.08,1267,24.99,19.95,2018,2.79,2,4,60,120,12,Strategy,
217,A la carte,6.058,6.46,3360,38.99,,1989,1.29,2,4,30,30,8,Family,
3085,Gang of Four,6.058,6.62,2509,7.56,,1990,1.86,3,4,40,40,8,Family,
67185,Sobek,6.058,6.6,2437,16.45,,2010,1.84,2,4,40,40,8,Family,
262477,Mercado de Lisboa,6.058,6.54,2874,22.47,32.18,2021,2.08,1,4,30,45,8,Family,
,PokÃ©mon Trading Card Game,6.057,6.4,5146,,7,1996,2.03,2,2,20,20,6,Customizable,
176530,Xenon Profiteer,6.057,7.19,1091,25.15,,2015,2.12,2,4,30,30,10,Strategy,
129050,P.I.,6.057,6.69,2028,,,2012,2.23,2,5,45,60,13,Family,
,VerrÃ¤ter,6.057,6.68,2023,,,1998,2.57,3,4,60,60,12,Strategy,
281515,Company of Heroes,6.057,8.51,688,,,2021,3.09,2,4,60,120,14,Wargames,
234621,Tybor the Builder,6.056,6.92,1441,11.1,,2017,2.1,2,4,30,30,8,Strategy,
153,Take 5!,6.056,6.56,2600,18.99,13.5,1998,1.47,2,6,60,60,10,Family,
,EXIT: The Game â€“ The Cemetery of the Knight,6.056,6.98,1353,,15.95,2020,2.75,1,4,60,120,12,Thematic,
,The Lord of the Rings: Fate of the Fellowship,6.056,7.73,888,,,2025,3.02,1,5,60,150,14,Thematic,
267475,Stay Cool,6.055,6.98,1370,24.99,16.99,2019,1,3,7,25,25,12,Party,
170587,Don't Mess with Cthulhu,6.055,6.84,1667,15.99,,2014,1.15,4,6,1,30,10,Party,
88126,Time's Up! Family,6.055,7.25,1044,25.62,,2010,1.1,4,12,30,30,8,Party,
294230,Remember Our Trip,6.055,7.32,983,27.14,,2019,2.13,2,4,30,30,10,Abstract,Family
,Transmissions,6.055,7.28,1069,,89.95,2022,2.03,1,4,45,60,10,,
198609,Fate of the Elder Gods,6.055,7.21,1136,43.99,,2017,2.82,1,4,30,90,13,Strategy,
,Age of Comics: The Golden Years,6.055,7.35,1030,,,2023,2.57,1,4,50,120,13,Strategy,Thematic
327831,Lost Cities: Roll & Write,6.054,7.04,1299,15,,2021,1.19,2,5,30,30,8,Family,
258074,Volfyirion,6.054,7.24,1259,22.77,,2019,2.24,1,2,15,30,14,Strategy,
280032,Fossilis,6.054,6.98,1530,35.49,,2020,2.28,2,5,45,60,8,Family,
,El CapitÃ¡n,6.054,6.75,1828,,,2007,2.92,2,5,75,75,10,Strategy,
204286,Big Trouble in Little China: The Game,6.054,7.67,902,485.09,,2018,2.94,1,4,60,120,14,Thematic,
271754,Spire's End,6.054,7.59,976,,,2019,2.04,1,2,15,120,16,Thematic,
92044,Dungeons & Dragons: Conquest of Nerath Board Game,6.054,6.93,1641,65.02,,2011,2.64,2,4,120,240,12,Thematic,
,3 Chapters,6.053,7.04,1280,,24.71,2024,1.63,2,6,30,30,10,Family,
322421,Aqua Garden,6.053,7.39,1006,137.97,,2021,2.15,1,4,40,60,15,Family,
144270,Relic Runners,6.053,6.59,2412,42,102.95,2013,2.11,2,5,40,80,10,Family,
31483,Constantinopolis,6.053,6.87,1609,56.47,54.99,2010,3.13,2,5,90,90,12,Strategy,
154875,"Silent Victory: U.S. Submarines in the Pacific, 1941-45",6.053,7.95,832,51.47,,2016,2.84,1,2,120,180,12,Wargames,
255570,Brotherhood & Unity,6.053,8.01,672,62.23,79.99,2020,3,2,3,120,240,14,Wargames,
10997,Boomtown,6.052,6.53,2691,16.95,,2004,1.69,3,5,30,30,10,Family,
270636,My Farm Shop,6.052,6.98,1363,24.47,25.99,2020,2,2,4,45,45,8,Family,
67254,Warmachine Prime Mk II,6.052,7.76,797,,,2010,3.72,2,4,60,60,12,Thematic,Wargames
284616,Small Samurai Empires,6.052,7.57,860,42.14,25,2020,2.76,2,4,45,90,13,Strategy,
265683,Second Chance,6.051,6.65,2267,7.47,,2019,1.15,1,6,10,15,8,Family,
4491,Cave Troll,6.051,6.41,3863,3.99,,2002,1.98,2,4,20,60,10,Strategy,Thematic
303954,Pax Viking,6.051,7.09,1255,57.97,60.74,2021,3.29,1,6,60,90,12,Strategy,
205045,Avenue,6.05,6.82,1649,,,2016,1.39,1,10,15,15,8,Family,
231280,Harvest Dice,6.05,6.62,2305,15.88,14.99,2017,1.34,2,4,15,30,8,Family,
,Marvel United: Spider-Geddon,6.05,8.32,573,,26.61,2023,1.8,1,5,40,40,14,,
,Kinfire Delve: Callous' Lab,6.05,8.15,643,,,2024,2.14,1,2,60,60,14,,
65907,Mystery Express,6.05,6.55,2630,33.99,,2010,2.66,3,5,60,90,12,Family,
319793,Happy City,6.049,6.58,2607,13.57,,2021,1.27,2,5,20,30,10,Family,
199793,Dokmus,6.049,7.03,1286,51.75,,2016,2.08,2,4,20,40,10,Abstract,Strategy
245045,Deckscape: Heist in Venice,6.049,6.65,2014,10.49,14.01,2018,1.64,1,6,30,90,12,Thematic,
,EXIT: The Game â€“ Advent Calendar: The Silent Storm,6.049,7.9,659,,39.62,2022,1.93,1,4,45,800,10,Thematic,
,Rustling Leaves,6.048,6.9,1511,,,2020,1.63,2,6,20,20,8,Family,
266504,Dig Your Way Out,6.048,7.2,1228,47.59,,2019,2.09,2,6,40,45,14,Strategy,
344768,Mobile Markets: A Smartphone Inc. Game,6.048,7.12,1117,32.47,33.89,2021,2.79,1,4,40,80,14,Strategy,
163841,18CZ,6.048,7.64,774,95.92,,2017,4.16,2,6,250,250,12,Strategy,
118247,Lucky Numbers,6.047,6.39,4078,18.29,22.99,2012,1.14,1,4,20,20,8,Abstract,Family
333055,Subastral,6.047,7.15,1124,21.95,23.85,2021,1.61,2,5,15,30,10,Family,
175621,Epic Card Game,6.047,6.4,4985,9.99,14.99,2015,2.52,2,4,20,40,13,Customizable,
