ID,Title,Geek_Rating,Avg_Rating,Num_of_Voters,BGP_Price,Price,Year,Complexity,Min_Players,Max_Players,Min_Time,Max_Time,Min_Age,Type1,Type2
7064,Senjutsu: Dynamic Samurai Combat,5.562,6.6,154,43.49,,2003,2.1,2,2,30,30,10,Abstract,Wargames
237088,Triangoli,5.562,7.4,80,56.29,,2017,2.33,2,2,15,30,10,Abstract,
34450,Bluff,5.562,6.53,161,,,1973,1,2,6,30,30,,,
3517,Tornado Rex,5.562,6.89,165,,,1991,1.13,2,4,30,30,6,Children's,
49261,Kraby,5.562,6.2,235,,,2009,2.08,2,4,30,30,7,Abstract,
145344,San Guo Sha: Kingdom Wars,5.562,7.3,105,,,2012,2.33,2,12,30,30,8,,
,Lightning: North Africa on to Tobruk!,5.562,6.53,147,,,2006,2.05,2,2,30,30,9,Wargames,
,Magic: The Gathering â€” Game Night: Free For All,5.562,7.2,90,,,2022,2.5,2,5,30,30,13,,
83919,Scattergories Categories,5.562,6.1,338,,30.74,2010,1.43,2,4,25,35,12,,
,Meridians,5.562,6.79,140,,,2021,2,2,2,20,40,10,Abstract,
218028,BIOTIX,5.562,6.19,240,,,2017,1.33,2,5,30,40,14,,
,Champions!,5.562,5.98,337,,5.53,2023,1,3,8,30,45,10,,
102881,Trench,5.562,7.59,163,14.43,,2013,3.48,2,2,45,45,10,Abstract,
215066,Gang Rush Breakout,5.562,6.19,244,59.99,20.5,2017,2.5,3,5,45,45,10,,
72269,Toscana,5.562,6.31,209,20.95,,2010,2.86,2,5,45,45,10,Family,Strategy
196698,Gruff: Clash of the Battle Goats,5.562,7.17,118,35.46,,2017,3,2,2,20,45,11,,
15269,The Headlines Game,5.562,7,106,,,1989,1,2,12,45,45,12,,
221367,Cartoon Network Crossover Crisis: Animation Annihilation Deck-Building Game,5.562,7.01,95,,,2017,2,2,4,30,45,12,,
,Camargue,5.562,6.5,162,,,2024,1.36,2,6,45,45,8,,
268543,Jumble Jam,5.562,6.73,130,7.04,,2020,1.25,2,5,30,50,8,,
206463,Gads Hill 1874,5.562,6.58,130,23.46,,2016,2,2,4,45,60,10,,
188825,Airfix Battles: The Introductory Wargame,5.562,7.4,108,35.16,,2016,1.8,1,4,30,60,10,Wargames,
205544,Rescue Polar Bears,5.562,6.7,133,37.99,,2016,2.8,1,4,30,60,10,,
4604,Chez Greek,5.562,5.94,479,74.99,,2002,1.46,2,6,60,60,18,Thematic,
,Barony: Royal Edition,5.562,7.85,64,,,2025,2.25,2,5,60,60,14,,
,echoes: Draculas Erbe,5.562,6.79,114,,,2023,1,1,4,40,60,14,,
220499,Mask of Moai,5.562,6.88,113,,,2017,1,2,6,30,60,10,,
,Marimic: The Musical Time Machine,5.562,8.51,52,,,2024,1,2,8,20,60,16,,
,Terminator Genisys: The Miniatures Game â€“ The War Against The Machine,5.562,7.43,101,,,2015,3,2,2,30,60,,Wargames,
,Behold: Rome,5.562,7.9,68,,,2024,3.07,1,1,60,60,12,,
,Deckscape: Tokyo Blackout,5.562,6.38,176,,,2023,1,1,6,60,60,12,,
19081,Skyline of the World,5.562,6.41,202,,,2005,2.47,2,4,60,60,8,,
159405,The Shadow Over Westminster,5.562,6.6,140,,,2015,2.38,1,4,60,60,14,Thematic,
,The Detective Society: The Disappearance of Claire Makova,5.562,7.63,104,,,2020,2.67,1,4,80,80,,,
285992,Pac-Man: The Board Game,5.562,6.01,413,37.99,26.51,2019,1.08,2,5,20,90,10,,
231920,Holdfast: Tunisia 1942-43,5.562,7.98,68,63.67,,2018,2.67,1,2,60,90,12,Wargames,
,Dragonlance: Warriors of Krynn,5.562,6.53,148,,,2023,3,3,5,60,90,14,Wargames,
,Spire's End: Rangitaki,5.562,8.03,71,,,2025,2.5,1,1,30,90,16,,
,Micro Moonshine,5.562,7.35,87,,,2025,2.33,1,4,45,90,12,,
,Finding Atlantis,5.562,6.55,174,,13.52,2022,2.13,1,4,40,100,13,,
8350,Napoleon at Eylau,5.562,6.59,150,29.65,,1977,2.2,1,2,120,120,12,Wargames,
801,Crimean War Battles,5.562,6.91,102,47.22,,1978,2.69,2,2,120,120,12,Wargames,
233266,Agents of Mayhem: Pride of Babylon,5.562,7.07,118,129.12,99.98,2019,3,2,4,60,120,13,Thematic,Wargames
130997,Flames of War: Open Fire!,5.562,7.5,81,,,2012,4,2,2,120,120,12,Wargames,
,Axon Protocol,5.562,7.46,111,,,2024,3.25,2,6,45,120,16,Thematic,
,Herdeiros do Khan,5.562,8.04,68,,,2021,2.75,2,5,60,120,12,Strategy,
,Lands of the Mesozoic,5.562,7.22,91,,,2024,2.3,1,4,20,120,12,,
,NiÃ±a & Pinta,5.562,6.55,146,,,2016,3.4,1,4,120,120,14,,
20772,King of Chicago,5.562,6.55,188,,,2005,2.55,2,6,120,120,14,,
193981,Downfall,5.562,6.38,232,47.99,,2019,3.8,3,6,90,150,14,Strategy,
15435,Starship Troopers Miniatures Game,5.562,6.94,149,39.45,14.99,2005,2.68,2,2,180,180,12,Wargames,
,"Crusader: The 8th Army's Winter Victory, Nov-Dec 1941",5.562,6.56,155,,,1997,2.5,2,4,180,180,12,Wargames,
10244,Berlin: Red Victory,5.562,7.81,76,,,2006,4.07,2,2,180,180,12,Wargames,
,Semper Fidelis: Bitwa o LwÃ³w 1918-1919,5.562,7.62,84,,,2017,2.9,2,2,45,180,12,Wargames,
,ç•°ä¸–ç•Œã‚®ãƒ«ãƒ‰ãƒžã‚¹ã‚¿ãƒ¼ã‚º (Isekai Guild Masters),5.562,7.59,86,,,2019,3.33,1,5,150,180,12,Strategy,
,Gondor: The Siege of Minas Tirith,5.562,6.19,286,,,1977,2.66,2,2,120,240,12,Strategy,Wargames
,Burning Mountains 1916,5.562,7.83,68,,,2017,2.2,2,2,180,240,12,Wargames,
,Montmirail & Vauchamps 1814,5.562,8.13,58,,,2014,3,2,2,240,240,,Wargames,
208340,Congo: Adventures in the Heart of Africa,5.562,8.5,62,,,2016,0,2,4,60,240,10,,
1375,Guadalcanal,5.562,6.53,172,,,1992,2.6,2,2,90,240,12,Wargames,
25972,Victory at Sea: World War II Naval Combat Game,5.562,6.83,124,15.95,,2006,2.46,2,2,360,360,12,Wargames,
22843,War in the Pacific (Second Edition),5.562,7.62,98,93.9,,2006,4.42,2,6,480,480,12,Wargames,
,"North Africa: Afrika Korps vs Desert Rats, 1940-42",5.562,7.61,81,,,2021,2.67,1,2,120,600,,Wargames,
111119,Perplexus Rookie,5.561,6.95,95,29.33,,2011,1.8,1,1,10,10,4,,
,Oh My Pigeons!,5.561,6.22,339,,19.99,2024,1,2,5,3,15,8,,
272597,Astro Trash,5.561,6.87,127,22.45,,2019,1,3,5,10,15,6,,
,3 Second Try,5.561,6.42,170,,,2021,1,2,7,15,15,8,,
181331,Qwingo,5.561,6.16,261,,,2015,1,2,5,15,15,8,,
,OPEN,5.561,6.56,146,,,2022,1.6,2,4,15,15,8,,
182953,Rory's Story Cubes: Fright,5.561,6.69,134,3.9,,2015,1,1,12,20,20,6,,
585,Kardinal,5.561,6.55,138,,,2000,2.17,2,4,20,20,10,Abstract,
,MistkÃ¤fer,5.561,6.31,174,,,2017,1.3,2,4,20,20,8,,
,Wave,5.561,6.48,149,,,2023,1.5,2,4,25,25,10,,
,Floral,5.561,6.87,120,,,2024,1.5,1,5,15,25,8,,
,Le Grand Voyage,5.561,7,107,,,2023,1.29,2,8,15,30,8,,
218519,Warstones,5.561,6.99,131,,,2017,1.8,2,4,30,30,12,,
,Oneironauts,5.561,7.21,96,,,2022,1,2,6,30,30,8,,
261,Olympia 2000 (v. Chr.),5.561,6.07,278,,,1994,1.38,2,5,30,30,9,Family,
70097,Arriala: Canal de Garonne,5.561,6.36,194,,,2010,2.33,2,4,30,30,8,,
244267,BarBEARian Battlegrounds,5.561,6.2,272,15.99,,2018,2,2,4,20,30,8,,
416,A to Z,5.561,6.1,277,,,1992,1.48,2,4,30,30,9,Party,
,Nut Hunt,5.561,7.18,155,,,2023,1.63,1,5,30,30,10,,
,Siempre de WN,5.561,8.01,101,,,2024,1.5,3,8,20,30,10,,
169513,Dorasure,5.561,6.35,208,,,2014,1.78,2,5,30,30,10,Thematic,
136192,Dungeon Dice,5.561,5.93,454,,,1977,1.17,2,4,30,30,8,Family,
42688,Hibernia,5.561,6.18,240,23.47,,2009,1.73,3,4,40,40,8,Family,Strategy
104340,Meltdown 2020,5.561,6.2,213,32.87,,2011,1.85,1,5,40,40,8,Family,
,Roulette-Taking Game,5.561,7.2,85,,,2022,0,2,4,20,40,12,,
286656,Mooncake Master,5.561,6.6,146,,,2019,1,1,6,20,40,8,,
3269,Clue: The Card Game,5.561,5.83,739,9.45,,2002,1.56,3,5,45,45,8,Family,
235360,TOKYO JUTAKU,5.561,6.13,235,31.99,29.91,2018,1.57,1,8,10,45,14,,
,Save Patient Zero,5.561,6.54,160,,35.19,2021,1.6,1,7,30,45,10,,
162580,Realm of Wonder,5.561,5.99,505,41.22,,2014,2.18,2,6,45,45,10,Family,
305221,Dinosaur Table Battles,5.561,6.67,127,49.92,,2020,1.83,2,2,30,45,,,
4052,Star Wars: Trading Card Game,5.561,5.96,512,,,2002,2,2,2,45,45,10,Customizable,
,Ghosts Love Candy Too,5.561,7.13,96,,,2022,2,2,6,20,45,8,,
128114,Hooyah: Navy Seals Card Game,5.561,6.22,221,,,2012,2.04,1,4,45,45,10,,
4961,Sunda to Sahul,5.561,5.98,311,,,2002,2.15,1,4,45,45,10,Family,
2173,4 Player Chess,5.561,5.97,495,,,1881,2.89,2,4,45,45,8,Abstract,
156945,The Front Nine,5.561,6.92,108,,,2014,2.1,2,4,45,45,10,,
210660,Castellum: Maastricht,5.561,6.65,128,,,2018,2.4,2,4,45,45,9,Strategy,Wargames
20847,Take Stock,5.561,5.83,544,9.75,,2006,1.79,2,6,60,60,10,Family,
2339,HellRail: Third Perdition,5.561,5.83,552,16,,2001,2.19,3,4,60,60,10,Strategy,
247963,Fist of Dragonstones: The Tavern Edition,5.561,6.5,147,,27,2018,2,3,6,45,60,8,,
40638,Risk: Halo Wars Collector's Edition,5.561,6.25,279,,123.42,2009,2.22,3,5,60,60,12,Wargames,
,Rumblebots,5.561,6.78,121,,,2024,2.33,2,4,60,60,12,,
,Mytikas,5.561,7.4,84,,,2023,2.4,2,4,30,60,10,,
,Im Reich der JadegÃ¶ttin,5.561,6.29,185,,,2007,2.06,2,4,60,60,8,,
,Hundred Days 20: Tolentino 20 + Waterloo 20,5.561,7.78,64,,,2015,2.56,2,2,60,60,13,Wargames,
6282,Azhanti High Lightning,5.561,6.43,179,,,1980,2.42,2,16,60,60,10,Wargames,
268846,Improvement of the POLIS,5.561,7.23,84,,,2017,2.8,2,4,45,60,12,,
,Barbascura X: Evolversi Male,5.561,6.58,153,,,2024,1.75,2,5,30,75,16,,
210152,Bushido,5.561,8.27,75,20.97,,2011,3.56,2,2,90,90,,Wargames,
177160,Frontier Stations,5.561,6.69,130,28.17,,2015,1.89,3,6,60,90,13,,
18296,Silk Road,5.561,5.87,488,29.34,,2006,2.24,3,6,90,90,12,Family,
,Merchants of Andromeda,5.561,7.32,80,,44,2025,2.5,3,5,45,90,13,,
73960,Red Poppies: WWI Tactics,5.561,7.33,76,51.27,,2010,2.44,2,2,60,90,,Wargames,
261666,Warfighter: The Private Military Contractor Card Game,5.561,7.71,79,55.99,,2019,3.25,1,6,30,90,14,Wargames,
223767,Galactic Warlords: Battle for Dominion,5.561,7.1,110,63.45,,2018,3,1,4,30,90,8,,
,EXIT: The Game â€“ Adventures on Catan,5.561,7.45,73,,,2025,2,1,4,45,90,10,,
,Gems of Iridescia,5.561,6.9,146,,,2025,2.3,1,4,60,90,10,,
10467,Renegade Legion: Leviathan,5.561,6.53,172,,,1989,3.08,2,2,90,90,10,Wargames,
,Zurmat: Small Scale Counterinsurgency,5.561,8.06,67,,,2022,2.33,2,2,60,90,14,Wargames,
,Heroes of the Sanctum: The Strategy Card Game,5.561,8.21,66,,,2024,2.17,1,1,45,90,14,,
9577,"Across Suez: The Battle of the Chinese Farm October 15, 1973",5.561,6.32,191,25.6,,1980,2.07,2,2,120,120,12,Wargames,
225166,Rogue State,5.561,7.56,76,53.99,,2017,2.88,1,1,30,120,13,Wargames,
,ThreeTale,5.561,8.04,71,,,2023,3,1,3,120,120,14,,
66986,MERCS,5.561,7.46,97,,,2010,2.75,2,10,120,120,12,Wargames,
,1793: Patriots & Traitors,5.561,7.65,125,,,2024,3.2,1,5,30,120,12,Thematic,Wargames
266968,Struggle for Europe 1939 - 1945,5.561,7.1,92,,,2019,2.38,2,2,45,120,10,Wargames,
276551,Mysthea: The Fall,5.561,7.95,68,,,2020,3.67,2,5,90,120,14,,
,Talisman: Harry Potter,5.561,6.27,235,,,2021,2,2,6,90,120,13,,
,Envelopes of Cash,5.561,6.59,174,,,2023,3.13,1,4,60,150,14,,
,ChronoCops: Da Vinci's Universal Dilemma,5.561,7.24,85,,,2022,1.33,1,6,90,150,12,,
,Assault: Sicily '43 â€“ Gela Beachhead,5.561,8.83,61,,,2025,3.18,2,4,60,180,14,Wargames,
,Warfighter: The WWII North African Combat Card Game,5.561,8.37,61,,,2023,3,1,6,30,180,,Wargames,
,La RÃ©volution franÃ§aise: La patrie en danger 1791-1795,5.561,7.28,82,,,1995,3.77,4,6,180,180,10,Strategy,Wargames
4915,Great War at Sea 2: The North & Baltic Seas,5.561,6.8,126,,,1998,2.78,2,4,180,180,12,Wargames,
154098,1914: Germany at War,5.561,8.01,69,73.19,,2015,2.5,2,3,60,200,14,Wargames,
7382,Chickamauga: The Confederacy's Last Hope,5.561,7.16,96,,,1986,3.06,2,2,240,240,12,Wargames,
34139,Death Wears White,5.561,7.63,66,18.95,,2001,2.17,9,9,300,300,16,Thematic,
4510,Johnny Reb III: Regimental Grand Tactical American Civil War Miniatures Rules,5.561,7.27,98,,,1996,3.73,2,2,360,360,12,Wargames,
,Omaha: The Bloody Beach,5.561,7.14,106,,,1991,4.17,1,2,480,3600,12,Wargames,
13182,Korsun Pocket: Little Stalingrad on the Dnepr,5.561,7.82,64,,,1979,4.29,2,6,360,6000,12,Wargames,
,The Island,5.561,7.62,77,,,2010,2,,,,,,,
225981,Penguin Trap,5.56,5.9,535,7.83,,2017,1,2,4,5,10,3,Children's,
302417,Mia London and the Case of the 625 Scoundrels,5.56,6.42,169,11.99,,2020,1,2,4,10,15,5,Children's,
,Space Aztecs,5.56,6.69,128,,,2022,2,2,6,15,15,8,,
15911,San Ta Si,5.56,6.23,210,,,2005,1.78,2,2,15,15,10,Abstract,
,9upper çžŽæŽ°çŽ‹,5.56,6.79,111,,,2021,1.33,3,9,9,19,9,,
182954,Rory's Story Cubes: Mythic,5.56,6.74,122,7.67,,2015,1,1,12,20,20,6,,
289939,Goblin Teeth,5.56,6.82,124,14.99,,2020,2.25,2,5,15,20,10,,
158268,Karma,5.56,6.03,407,16.99,,2014,1.08,2,6,20,20,8,Family,
262806,FILLIT,5.56,7.06,108,,,2018,1.71,2,4,5,20,8,Abstract,
,Stick Collection,5.56,6.37,172,,,2021,1,2,5,20,20,8,,
,All Aboard!,5.56,7.26,91,,,2025,1.75,2,5,20,20,7,,
65565,Flicochet,5.56,7,90,,,2010,1,2,6,20,20,6,Family,
301262,Dicycle Race,5.56,6.44,168,,,2020,1,2,6,15,20,7,,
243752,Dam It!,5.56,6.5,150,,,2018,1.13,2,4,20,20,8,,
104553,Moeraki: Kemu,5.56,7.18,83,,,2011,2.8,2,2,25,25,8,Abstract,
256381,Fado: Duetos e Desgarradas,5.56,7.08,121,11.01,,2018,1.67,2,4,20,30,7,,
226322,That's a Question!,5.56,5.68,1444,19.99,12.09,2017,1.05,3,6,30,30,15,Party,
89342,Tomorrow,5.56,7.41,80,17.49,,2023,1.75,2,2,20,30,10,,
240926,Pocket Pharma,5.56,6.45,172,21.55,,2018,1.8,2,5,15,30,8,,
217619,Sherlook,5.56,6.05,271,22.18,,2017,1,2,6,15,30,10,,
2265,Ultimate Stratego,5.56,5.96,400,22.45,,1997,2.1,2,4,30,30,10,Abstract,
178361,Waka Tanka,5.56,6.15,250,21.25,26.26,2016,1,3,6,20,30,8,Family,
153510,Xalapa,5.56,6.68,129,30.86,,2014,2.43,1,6,30,30,8,,
,Iro,5.56,7.47,83,,,2022,1.33,2,2,10,30,8,Abstract,
312182,JamSumo (Second Edition),5.56,7.55,65,,,2020,1,2,5,30,30,6,,
9300,Clay-O-Rama,5.56,6.62,139,,,1987,1.25,2,12,30,30,6,,
,Quiet House,5.56,6.83,110,,,2024,2,2,4,10,30,8,,
,Overboss Duel,5.56,6.64,137,,,2023,2,2,2,20,30,8,,
,Koala Rescue Club,5.56,6.83,107,,,2024,1,1,100,20,30,6,,
229235,Guardian's Call,5.56,6.24,261,29.99,,2019,2,2,5,20,40,14,,
311828,Sherwood Bandits,5.56,6.55,164,33.51,,2021,2,2,4,30,40,14,,
,Laniakea,5.56,7.47,82,,,2022,2.5,2,2,30,40,8,Abstract,
59161,Sitting Ducks Deluxe,5.56,6.1,249,,,2009,1.36,3,6,40,40,10,,
,Gachapon Trick,5.56,7.07,88,,,2024,1,2,4,20,40,10,,
,SPECTRE: The Board Game,5.56,6.34,219,,11.72,2022,2.6,2,4,20,45,14,,
15180,Go West!,5.56,5.75,759,14.31,,2005,2.25,2,4,45,45,12,Family,Strategy
174517,Versailles,5.56,6.98,104,45.88,,2015,1.83,3,4,30,45,15,,
178166,No Time For Heroes,5.56,6.78,154,,,2016,2.13,1,4,25,45,8,,
39331,Legends of Boxing,5.56,8.59,65,,,2000,2.2,1,2,10,45,12,,
,Your Best Life,5.56,7.21,103,,,2023,2.25,1,8,45,45,10,,
,Life of a Chameleon,5.56,7.26,87,,,2021,1.25,2,4,30,45,12,,
193584,The Last Garden,5.56,6.9,112,,,2017,2.33,2,4,30,45,13,,
,890 Anno Domini,5.56,7,109,,,2023,1.83,2,4,45,45,10,,
,ECO: Coral Reef,5.56,7.66,95,,13.99,2022,1.6,2,4,30,60,12,,
,Twisted Cryptids,5.56,7.23,110,,20,2025,2,2,4,60,60,10,,
189610,Vs System 2PCG: The Defenders,5.56,7.5,77,27.7,,2016,2,2,4,20,60,,,
154499,Hot Tin Roof,5.56,6.09,284,,32.99,2014,1.93,3,4,30,60,10,Family,
34152,Grind,5.56,6.34,232,70.43,40,2009,2.68,2,2,60,60,14,Thematic,
4421,Ad Acta,5.56,6.14,229,,,2002,2.73,2,4,60,60,12,Strategy,
,Mighty,5.56,6.94,103,,,1975,2.75,3,8,30,60,10,Family,
129858,La Venise du Nord,5.56,6.4,167,,,2012,2.71,2,4,60,60,12,Strategy,
,Backyard Chickens,5.56,7.05,91,,,2022,2,2,5,30,60,14,,
,Time Division,5.56,6.55,157,,,2023,2.67,2,2,20,60,12,,
81542,Quest: A Time of Heroes,5.56,6.05,299,,44.93,2010,1.87,2,5,60,90,10,Thematic,
38707,Bushido: Der Weg des Kriegers,5.56,6.19,279,33.45,58.73,2008,3.61,3,5,90,90,12,Strategy,
,Time Capsules,5.56,6.79,122,,,2022,2.63,1,4,60,90,12,,
314,Highlanders,5.56,6.18,225,,,1993,2,3,5,90,90,12,Wargames,
200886,Manaforge,5.56,7.08,102,,,2017,2.75,2,4,60,90,14,,
7771,En Garde!,5.56,6.76,125,,,1975,2.23,2,20,90,90,,,
165719,Super Fantasy: Night of the Badly Dead,5.56,6.88,105,,,2014,2.67,1,6,90,90,8,,
,Thorgal: The Card Game,5.56,8.34,71,,,2025,2.75,1,4,45,90,14,,
221805,Breaking Bad: The Board Game,5.56,6.72,316,36.59,,2017,2.55,3,8,60,120,18,,
150831,Cuba: The Splendid Little War,5.56,7.13,89,49.99,,2013,2.57,2,2,120,120,13,Wargames,
12135,Drive on Stalingrad (Second Edition),5.56,6.9,114,58.04,,2002,2.33,2,4,120,120,12,Wargames,
174959,The First Jihad: The Rise of Islam 632-750,5.56,7.55,95,75.61,,2020,3.67,1,1,30,120,10,Wargames,
295,Europa 1945-2030,5.56,5.97,340,,,1998,2.63,3,6,120,120,12,Strategy,
,Unlock!: Risky Adventures,5.56,7.9,63,,,2024,0,1,6,60,120,10,,
157449,Invasion 1066: The Battle of Hastings,5.56,7.25,87,21.95,,2014,2.3,2,2,140,140,12,Wargames,
273636,1836,5.56,7.4,77,,,2019,4,3,5,90,150,21,,
172006,Shadowstar Corsairs,5.56,7.05,110,,,2016,3.11,2,5,90,150,13,Strategy,
180906,Portal of Morth,5.56,6.61,150,36.39,,2015,3.13,1,4,90,180,12,,
470,Road to the White House,5.56,6.17,267,23.96,,1992,3.55,3,6,240,240,12,Strategy,Thematic
4978,Warzone (Second Edition),5.56,6.63,157,,,1998,2.93,2,8,90,240,12,Wargames,
,Trench Club: Legacy,5.56,8.38,76,,,2024,3,1,4,60,240,14,,
2262,Mythology: A Game of Adventure in the Age of Heros,5.56,6.7,133,,,1980,3.43,2,10,120,240,12,Strategy,
,18 Los Angeles,5.56,6.53,132,,,2020,3.5,2,5,180,240,,,
267243,The Conquistadors: The Spanish Conquest of the Americas 1518-1548,5.56,7.05,108,106.7,,2020,2.92,1,5,180,360,,Wargames,
154,Union vs. Central,5.56,6.8,113,,,1999,3.75,2,2,360,360,12,Strategy,
7177,Guadalcanal: Semper Fi Series,5.56,6.67,122,53.91,,2003,2.52,2,2,360,360,12,Wargames,
2300,Invasion Sicily,5.56,7.03,95,,,1998,2.58,2,2,360,360,12,Wargames,
324670,Rocky Mountain Man,5.56,7.63,71,,,2020,2.75,1,2,120,720,,,
135577,The Invasion of Russia (1812),5.56,7.42,77,46.9,,2014,2.78,2,2,960,960,,Wargames,
11139,"Bloody April: The Battle of Shiloh, 1862",5.56,6.88,107,,,1979,4.29,2,6,1200,1200,12,Wargames,
,Dungeon Exit,5.56,7.24,95,,,2024,1.25,1,2,,,8,,
,Top Cap,5.56,6.86,111,,,2024,1.25,2,2,,,,Abstract,
5697,Reiner Knizia's Amazing Flea Circus,5.559,5.79,634,8.95,,2003,1.06,2,6,10,10,6,Family,
226860,Battle Kittens,5.559,6.04,328,13.55,,2017,1.45,2,6,15,15,8,,
20269,Pikemen,5.559,6.97,96,,,1997,2.83,2,4,15,15,8,Abstract,
,Stakko,5.559,6.73,113,,,2017,2.5,2,2,10,20,9,Abstract,
,Scotland Yard: The Hunt for Mister X,5.559,5.93,494,,,2011,1.47,2,4,10,20,8,Abstract,Family
112118,RED,5.559,7.01,103,,,2011,2.33,3,3,20,20,7,Abstract,
235841,Telma,5.559,7.04,145,,,2017,1,4,8,20,20,6,,
,Piratas! (3Âª EdiÃ§Ã£o),5.559,7.21,127,,,2020,1.33,2,6,10,25,10,,
,Crop Circles,5.559,7.11,90,,,2022,2,1,12,15,25,8,,
170430,12 Days of Christmas,5.559,5.99,371,7.99,,2015,1.24,3,8,20,30,8,Family,
64583,SWAT!,5.559,6.12,238,8.95,,2010,1.13,2,7,30,30,7,Family,
,Sherlock Solitaire,5.559,6.69,120,,9.95,2024,1.14,1,2,20,30,12,,
,Birdie,5.559,6.51,142,,15.37,2024,1.5,2,4,30,30,8,,
196392,Turin Market,5.559,6.09,240,15.8,,2016,1.25,2,5,10,30,9,,
244716,Machi Koro: Fussball,5.559,6.43,152,21.55,,2018,1,2,4,30,30,8,,
343,Twins,5.559,6.14,250,24.14,,1996,1.25,3,6,30,30,8,Family,
171542,Gum Gum Machine,5.559,5.88,434,36.39,,2015,1.75,2,4,30,30,8,,
14525,Outburst Remix!,5.559,6.49,149,,59.95,2004,1.14,2,99,30,30,18,Party,
307033,Space Marine Adventures: Rise of the Orks,5.559,7.04,114,,,2020,2,1,5,30,30,10,,
,Pick a Pen: Reefs,5.559,6.37,164,,,2023,1.4,2,4,30,30,8,Family,
220443,Callisto,5.559,6.4,166,,,2015,1.75,2,4,15,30,7,Abstract,
100089,Inspector Moss: House Arrest,5.559,7.25,84,,,2011,1.85,1,1,30,30,10,,
,Baronda,5.559,7.19,78,,,2023,2,2,5,15,30,10,,
,Candy Hunters,5.559,7.2,116,,,2024,1.25,2,4,30,30,8,,
82948,Konexi,5.559,6.22,229,,,2010,1.25,2,4,30,30,10,,
,Ptolemy,5.559,6.88,101,,,2023,1.67,2,2,10,30,14,,
37982,God Dice,5.559,6.33,237,,,2008,1.47,2,4,30,30,,Party,
302887,Bronze Age,5.559,7.06,92,,,2022,2,2,2,20,30,,,
,Skytear Horde: Campaigns,5.559,8.44,46,,,2025,3,1,3,30,30,10,,
,Strands,5.559,6.38,164,,,2022,2,2,2,15,30,4,Abstract,
170922,Boomtown Bandits,5.559,6.43,202,,,2015,1.75,2,5,30,30,13,,
239877,Wakening Lair,5.559,6.74,126,29.34,,2018,2,2,6,30,40,14,,
255165,SHIBUYA,5.559,6.5,140,,,2017,2.25,2,4,30,40,8,,
290982,Roll Estate,5.559,7.09,98,,,2019,1.4,1,5,20,40,8,,
,Murray the A**hole Frog,5.559,6.96,107,,9.62,2024,0,3,6,30,45,14,,
,Power Failure,5.559,6.79,115,,17.99,2021,1.75,2,4,45,45,8,,
177062,Tank on Tank: East Front,5.559,7.07,98,63.45,,2015,1.82,1,2,20,45,10,Wargames,
147474,8 Masters' Revenge,5.559,6.14,260,,,2013,2.38,1,4,15,45,13,,
,Arschmallows,5.559,6.49,198,,,2023,1.25,2,6,15,45,9,,
249336,Worldwide Football,5.559,7.86,72,,,2018,2.2,1,2,30,45,8,,
,Subjective,5.559,7.06,87,,,2023,0,3,6,45,45,10,,
2444,Carrier Strike!,5.559,6.09,294,,,1977,1.44,2,4,45,45,8,Family,Wargames
118025,Waka Waka,5.559,5.99,346,30.41,,2012,1.86,2,4,45,45,10,Family,
1890,Plateau,5.559,7.2,92,,,1986,2.73,2,2,45,45,8,Abstract,
24264,Button Soccer,5.559,7.24,89,,,1911,1.81,2,2,50,50,,,
,Port Royal: The Dice Game,5.559,6.3,178,,,2023,2,2,5,20,50,10,,
243704,Humboldt's Great Voyage,5.559,6.18,244,31.99,24.99,2019,1.88,2,4,30,60,10,,
276281,Kingdom's Candy: Monsters,5.559,6.58,177,29.99,,2019,2.67,2,5,30,60,,,
166276,Hellweg westfalicus,5.559,6.46,150,30.67,,2014,2.44,2,4,30,60,10,,
160234,1750: Britain vs. France,5.559,6.73,131,43.9,,2017,2,2,2,60,60,13,Wargames,
,Sherlock Aquelarre: La Doncella,5.559,6.67,122,,,2021,1.33,1,8,60,60,8,,
,Rogue Dungeon,5.559,7.69,72,,,2020,2,1,1,30,60,,,
2457,Torpedo Run!,5.559,6.14,256,,,1986,1.3,2,2,60,60,8,Children's,Wargames
8815,Academia,5.559,6.88,124,,,1989,1.36,2,6,60,60,,,
,EKONOS (Second Edition),5.559,6.54,164,,,2022,2,2,6,45,60,14,,
,Platformer,5.559,6.61,154,,,2023,2,1,4,60,60,12,,
,Danube 20: The Battles of Aspern-Essling & Wagram 1809,5.559,7.41,72,,,2012,2,1,2,60,60,12,Wargames,
251832,Space Cats Fight Fascism,5.559,7.34,98,,,2018,2,2,4,30,60,10,,
305865,Dice Command,5.559,7.54,71,,,2021,2.14,2,4,25,60,,Wargames,
255042,Medieval Realms,5.559,6.86,140,44.61,,2019,2.6,2,5,60,90,12,,
296419,Sherlock Holmes: Baker Street Irregulars,5.559,6.47,153,57.99,,2020,1.6,1,4,90,90,8,,
,Amulet,5.559,6.75,132,,,2023,2.67,1,5,60,90,12,,
209423,Zagor: Odissea Americana,5.559,7.63,81,,,2016,2.5,2,5,60,90,14,Strategy,Thematic
,Primordial Secrets,5.559,8.23,85,,,2023,2.67,2,4,30,90,13,,
,League of the Lexicon,5.559,7.28,123,,,2022,1,2,6,30,90,10,,
